permit_type_code,permit_id,full_permit_number,permit_details_url,merged_permit_ids,address,city,issue_date,project_type,valuation,contractor,plan_doc_name,key_scope_terms,priority,reason
BLSC,26002163,BLSC-26002163,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLSC-26002163,BLSC-26002163,3633 E THUNDERBIRD RD,PHOENIX,2/10/2026 3:11:54 PM,Commercial,15927464.00,CHASSE BUILDING TEAM INC,LPSC-2600410,,Trash,no_hvac_signal
BLSC,26002163,BLSC-26002163,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLSC-26002163,BLSC-26002163,3633 E THUNDERBIRD RD,PHOENIX,2/10/2026 3:11:54 PM,Commercial,15927464.00,CHASSE BUILDING TEAM INC,LPSC-2600410,,Trash,no_hvac_signal
LSCA,2600410,LSCA-2600410,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSCA-2600410,LSCA-2600410,3633 E THUNDERBIRD RD,PHOENIX,2/10/2026 3:10:11 PM,Commercial,0.00,CHASSE BUILDING TEAM INC,LPSC-2600410,,Trash,no_hvac_signal
RPV,26002162,RPV-26002162,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002162,RPV-26002162,4758 E AHWATUKEE DR,PHOENIX,2/10/2026 3:01:34 PM,Commercial,29555.62,EARTHLING SOLAR LLC,SPAD-2600162,,Trash,negative=solar(?: pv)?
F193,2600534,F193-2600534,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F193-2600534,F193-2600534,4758 E AHWATUKEE DR,PHOENIX,2/10/2026 3:01:34 PM,Commercial,0.00,EARTHLING SOLAR LLC,SPAD-2600162,,Trash,negative=solar(?: pv)?
RPV,26002161,RPV-26002161,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002161,RPV-26002161,4422 E SPUR DR,PHOENIX,2/10/2026 2:57:20 PM,Commercial,33854.00,CAPITAL ENERGY LLC,SPAD-0504716,,Trash,no_hvac_signal
RPV,26002160,RPV-26002160,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002160,RPV-26002160,3118 W DONATELLO DR,PHOENIX,2/10/2026 2:45:12 PM,Commercial,26166.50,CAPITAL ENERGY LLC,SPAD-0114087,,Trash,no_hvac_signal
FPPD,260221,FPPD-260221,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260221,FPPD-260221,3410 S 51ST AVE,PHOENIX,2/10/2026 2:34:58 PM,Commercial,0.00,JOHNSON CONTROLS INC.,,,Trash,no_hvac_signal
FPPD,260221,FPPD-260221,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260221,FPPD-260221,3410 S 51ST AVE,PHOENIX,2/10/2026 2:34:58 PM,Commercial,0.00,JOHNSON CONTROLS INC.,,,Trash,no_hvac_signal
OE,26002159,OE-26002159,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26002159,OE-26002159,1130 E GROVERS AVE,PHOENIX,2/10/2026 2:34:33 PM,Commercial,1000.00,TEPCON CONSTRUCTION INC,SPAD-2600176,,Trash,no_hvac_signal
DEM,26002158,DEM-26002158,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26002158,DEM-26002158,7000 E MAYO BLVD,PHOENIX,2/10/2026 2:25:16 PM,Commercial,84000.00,DESERT MOUNTAIN DEMOLITION LLC,SPAD-2503686,,Trash,no_hvac_signal
CSIT,26002157,CSIT-26002157,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSIT-26002157,CSIT-26002157,6700 W LATHAM ST,PHOENIX,2/10/2026 1:55:13 PM,Commercial,0.00,TO BE BID,AMND-98-7451A6,,Trash,no_hvac_signal
LPBI,2600763,LPBI-2600763,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPBI-2600763,LPBI-2600763,5136 N 31ST PL 638,PHOENIX,2/10/2026 1:48:21 PM,Commercial,12399.00,REBATH LLC,,,Trash,no_hvac_signal
F824,2600532,F824-2600532,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F824-2600532,F824-2600532,6186 N 29TH PL,PHOENIX,2/10/2026 1:48:09 PM,Commercial,0.00,PROPANE SERVICES LLC,SPAD-2204307,,Trash,no_hvac_signal
LPRM,2600762,LPRM-2600762,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600762,LPRM-2600762,4525 N 43RD AVE,PHOENIX,2/10/2026 1:47:57 PM,Commercial,475000.00,TO BE BID,,,Trash,no_hvac_signal
F159,26002156,F159-26002156,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26002156,F159-26002156,3715 N 31ST ST 14,PHOENIX,2/10/2026 1:46:20 PM,Commercial,0.00,HIGH COUNTRY FIRE PROTECTION INC,FPPD-252209,,Trash,negative=fire
LPRM,2600761,LPRM-2600761,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600761,LPRM-2600761,3144 E THOMAS RD,PHOENIX,2/10/2026 1:39:13 PM,Commercial,66663.70,RENAISSANCE COMPANIES,,,Trash,no_hvac_signal
LPSG,260135,LPSG-260135,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260135,LPSG-260135,3118 W VAN BUREN ST,PHOENIX,2/10/2026 1:34:25 PM,Residential,1900.00,OWNER,,,Trash,no_hvac_signal
LPRM,2600760,LPRM-2600760,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600760,LPRM-2600760,16875 S 20TH DR,PHOENIX,2/10/2026 1:31:49 PM,Commercial,250000.00,RED ROCK CONTRACTORS,,,Trash,no_hvac_signal
RPDR,2600759,RPDR-2600759,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPDR-2600759,RPDR-2600759,4610 E CALLE VENTURA,PHOENIX,2/10/2026 1:24:14 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
F162,2600531,F162-2600531,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F162-2600531,F162-2600531,308 N 2ND AVE,PHOENIX,2/10/2026 1:23:05 PM,Commercial,0.00,OWNER,SPAD-0614606,,Trash,no_hvac_signal
LPSG,260134,LPSG-260134,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260134,LPSG-260134,3421 W THUNDERBIRD RD,PHOENIX,2/10/2026 1:20:25 PM,Commercial,0.00,BOOTZ & DUKE SIGN COMPANY,,,Trash,negative=sign
FPPD,260220,FPPD-260220,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260220,FPPD-260220,330 S 75TH AVE,PHOENIX,2/10/2026 1:19:31 PM,Commercial,0.00,API GROUP LIFE SAFETY USA LLC,,,Trash,no_hvac_signal
BLD,26002155,BLD-26002155,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26002155,BLD-26002155,20333 N 19TH AVE,PHOENIX,2/10/2026 1:12:28 PM,Commercial,180000.00,DENCO DENTAL CONSTRUCTION INC,LPBI-2600738,,Trash,no_hvac_signal
F802,26002154,F802-26002154,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26002154,F802-26002154,3121 N 3RD AVE,PHOENIX,2/10/2026 1:08:57 PM,Commercial,0.00,SUMMIT FIRE PROTECTION CO,,,Trash,negative=fire
LPBI,2600758,LPBI-2600758,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPBI-2600758,LPBI-2600758,310 W VAN BUREN ST,PHOENIX,2/10/2026 1:06:20 PM,Commercial,19500.00,ITSA CONTRACTING LLC,,,Trash,no_hvac_signal
DSAP,26026,DSAP-26026,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26026,DSAP-26026,4700 S 44TH PL,PHOENIX,2/10/2026 12:54:46 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
F194,2600530,F194-2600530,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F194-2600530,F194-2600530,4710 W CULPEPPER DR,PHOENIX,2/10/2026 12:37:34 PM,Commercial,0.00,SOLAR OPTIMUM INC.,FPPR-260045,,Trash,negative=solar(?: pv)?
LPRM,2600757,LPRM-2600757,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600757,LPRM-2600757,1939 E COPPER SPRINGS RD,PHOENIX,2/10/2026 12:34:08 PM,Commercial,5000.00,GOTHIC LANDSCAPING INC,,,Trash,no_hvac_signal
DEM,26002150,DEM-26002150,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26002150,DEM-26002150,13637 N TATUM BLVD,PHOENIX,2/10/2026 12:25:36 PM,Commercial,26600.00,G4 BUILDERS LLC,SPAD-0320783,,Trash,no_hvac_signal
RPV,26002149,RPV-26002149,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002149,RPV-26002149,4812 E DALEY LN,PHOENIX,2/10/2026 12:23:06 PM,Commercial,52000.00,SOLAR OPTIMUM INC.,SPAD-1403267,,Trash,negative=solar(?: pv)?
LPRM,2600756,LPRM-2600756,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600756,LPRM-2600756,819 E BUCKEYE RD,PHOENIX,2/10/2026 12:21:56 PM,Commercial,138821.00,SOLAR ELECTRIC FREEDOM LLC,,,Trash,negative=solar(?: pv)?
LPRR,2600755,LPRR-2600755,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600755,LPRR-2600755,19001 N 27TH AVE,PHOENIX,2/10/2026 12:20:54 PM,Commercial,887397.00,TO BE BID,,,Trash,no_hvac_signal
WSHM,26002148,WSHM-26002148,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26002148,WSHM-26002148,34630 N NORTH VALLEY PKWY,PHOENIX,2/10/2026 12:17:14 PM,Commercial,0.00,"YOUNG, SWENSON & CROSS PAVING INC.",SPAD-2402826,,Trash,no_hvac_signal
F209,2600529,F209-2600529,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F209-2600529,F209-2600529,4143 N 43RD ST,PHOENIX,2/10/2026 12:05:52 PM,Commercial,0.00,APOLLO SOLAR LLC,FPPR-260012,,Trash,negative=solar(?: pv)?
WSSD,26002147,WSSD-26002147,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26002147,WSSD-26002147,2575 E CAMELBACK RD,PHOENIX,2/10/2026 12:05:26 PM,Commercial,0.00,HILLER COMPANIES INC (THE),SPAD-0013123,,Trash,no_hvac_signal
FPPD,260219,FPPD-260219,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260219,FPPD-260219,3075 W DOVE VALLEY RD,PHOENIX,2/10/2026 12:01:48 PM,Commercial,0.00,ARIZONA FIRE SYSTEMS SPECIALISTS LLC,,,Trash,negative=fire
PME,26002146,PME-26002146,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PME-26002146,PME-26002146,32200 N 43RD AVE,PHOENIX,2/10/2026 11:55:22 AM,Commercial,80375775.00,UNITED INTEGRATED SERVICES (USA) CORP,PHAS-2109912-44,,Trash,no_hvac_signal
PME,26002146,PME-26002146,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PME-26002146,PME-26002146,32200 N 43RD AVE,PHOENIX,2/10/2026 11:55:22 AM,Commercial,80375775.00,UNITED INTEGRATED SERVICES (USA) CORP,PHAS-2109912-44,,Trash,no_hvac_signal
WSHM,26002143,WSHM-26002143,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26002143,WSHM-26002143,3615 S 28TH ST,PHOENIX,2/10/2026 11:47:27 AM,Commercial,0.00,TORRENT RESOURCES INCORPORATED,SDEV-0400412,,Trash,no_hvac_signal
F129,26002140,F129-26002140,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26002140,F129-26002140,8825 S 7TH ST,PHOENIX,2/10/2026 11:43:33 AM,Commercial,0.00,INTELLIGRATED COMMUNICATIONS INC,FPPD-260145,,Trash,no_hvac_signal
RPV,26002139,RPV-26002139,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002139,RPV-26002139,8832 N 30TH AVE,PHOENIX,2/10/2026 11:37:53 AM,Commercial,1.00,POSITIVE SYNERGY LLC,,,Trash,no_hvac_signal
F129,26002138,F129-26002138,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26002138,F129-26002138,6909 E GREENWAY PKWY,PHOENIX,2/10/2026 11:29:27 AM,Commercial,0.00,GREENWAY GLOBAL CORPORATION,FPPD-252636,,Trash,no_hvac_signal
CSE,26002137,CSE-26002137,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSE-26002137,CSE-26002137,1500 N CENTRAL AVE,PHOENIX,2/10/2026 11:17:59 AM,Commercial,0.00,MIDWEST CONTRACTING INC,CPSE-2501476,,Trash,no_hvac_signal
WSFT,26002136,WSFT-26002136,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26002136,WSFT-26002136,2860 W PEORIA AVE,PHOENIX,2/10/2026 10:58:53 AM,Commercial,0.00,EJ FLOW TEST LLC,SDEV-2400161,,Trash,no_hvac_signal
WSIC,26002135,WSIC-26002135,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSIC-26002135,WSIC-26002135,10201 S CENTRAL AVE,PHOENIX,2/10/2026 10:58:22 AM,Commercial,0.00,CITY OF PHOENIX PARKS AND RECREATION,SDEV-2600008,,Trash,no_hvac_signal
SE,26002134,SE-26002134,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SE-26002134,SE-26002134,9850 S 65TH AVE,PHOENIX,2/10/2026 10:57:02 AM,Commercial,2677500.00,REGATTA DEVELOPMENT INC.,LPRM-2504572,,Trash,no_hvac_signal
LPRM,2600753,LPRM-2600753,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600753,LPRM-2600753,8365 W CAMELBACK RD,PHOENIX,2/10/2026 10:51:32 AM,Commercial,35500.00,PM COMMUNICATIONS LLC,,,Trash,no_hvac_signal
LPRM,2600752,LPRM-2600752,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600752,LPRM-2600752,528 W BASELINE RD,PHOENIX,2/10/2026 10:45:01 AM,Commercial,35500.00,PM COMMUNICATIONS LLC,,,Trash,no_hvac_signal
F809,26002132,F809-26002132,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26002132,F809-26002132,3011 E BROADWAY RD,PHOENIX,2/10/2026 10:43:30 AM,Commercial,0.00,SUMMIT FIRE PROTECTION CO,,,Trash,negative=fire
DSAP,26025,DSAP-26025,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26025,DSAP-26025,3550 S 39TH AVE,PHOENIX,2/10/2026 10:42:54 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
LPSG,260133,LPSG-260133,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260133,LPSG-260133,3502 W BELL RD,PHOENIX,2/10/2026 10:42:14 AM,Residential,6500.00,GLOBAL SIGN WORKS G S W L L C,,,Trash,negative=sign
LPSG,260132,LPSG-260132,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260132,LPSG-260132,2745 W CAREFREE HWY,PHOENIX,2/10/2026 10:41:14 AM,Commercial,0.00,ASSOCIATED SIGN COMPANY,,,Trash,negative=sign
OSME,26002131,OSME-26002131,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OSME-26002131,OSME-26002131,4469 E PUEBLO AVE,PHOENIX,2/10/2026 10:22:39 AM,Commercial,13600.00,ALL ABOUT FAMILY HOME SERVICES LLC,,,Trash,no_hvac_signal
PLMB,26002130,PLMB-26002130,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PLMB-26002130,PLMB-26002130,2401 W INDIAN SCHOOL RD,PHOENIX,2/10/2026 10:18:16 AM,Commercial,10300.00,BAJA UNDERGROUND LLC,LPRM-2506202,,Trash,no_hvac_signal
LPRR,2600750,LPRR-2600750,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600750,LPRR-2600750,21001 N TATUM BLVD,PHOENIX,2/10/2026 10:15:52 AM,Commercial,403093.20,TO BE BID,,,Trash,no_hvac_signal
F105,26002129,F105-26002129,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F105-26002129,F105-26002129,300 W CLARENDON AVE,PHOENIX,2/10/2026 10:13:48 AM,Commercial,0.00,RCI SYSTEMS INC,FPPX-260158,,Trash,no_hvac_signal
CUT,26002128,CUT-26002128,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CUT-26002128,CUT-26002128,3839 S 12TH ST,PHOENIX,2/10/2026 9:52:41 AM,Commercial,0.00,RUBICON COMPANIES LLC,SDEV-2600001,,Trash,no_hvac_signal
RPV,26002127,RPV-26002127,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002127,RPV-26002127,2051 E BURGESS LN,PHOENIX,2/10/2026 9:50:11 AM,Commercial,46841.00,POSITIVE SYNERGY LLC,SPAD-0309823,,Trash,no_hvac_signal
F129,26002126,F129-26002126,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26002126,F129-26002126,2800 N CENTRAL AVE,PHOENIX,2/10/2026 9:45:38 AM,Residential,0.00,SUMMIT FIRE PROTECTION CO,FPPD-252717,,Trash,negative=fire
RPV,26002124,RPV-26002124,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002124,RPV-26002124,4510 N 29TH AVE,PHOENIX,2/10/2026 9:40:30 AM,Commercial,15795.00,BRIGHT HOME INSTALLATIONS LLC,SPAD-2600144,,Trash,no_hvac_signal
CPST,2600746,CPST-2600746,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPST-2600746,CPST-2600746,2825 W DOVE VALLEY RD,PHOENIX,2/10/2026 9:32:45 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
FPPD,260218,FPPD-260218,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260218,FPPD-260218,32200 N 43RD AVE,PHOENIX,2/10/2026 9:21:53 AM,Commercial,0.00,FIRETROL PROTECTION SYSTEMS INC,,,Trash,no_hvac_signal
FPPD,260218,FPPD-260218,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260218,FPPD-260218,32200 N 43RD AVE,PHOENIX,2/10/2026 9:21:53 AM,Commercial,0.00,FIRETROL PROTECTION SYSTEMS INC,,,Trash,no_hvac_signal
F824,2600524,F824-2600524,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F824-2600524,F824-2600524,4601 E SHANGRI LA RD,PHOENIX,2/10/2026 9:20:08 AM,Commercial,0.00,CANYON STATE PROPANE LLC,SPAD-0704704,,Trash,no_hvac_signal
LSIS,2600744,LSIS-2600744,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSIS-2600744,LSIS-2600744,4507 N 45TH AVE,PHOENIX,2/10/2026 9:13:53 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
CUT,26002121,CUT-26002121,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CUT-26002121,CUT-26002121,2323 W ROSE GARDEN LN,PHOENIX,2/10/2026 9:10:20 AM,Commercial,0.00,GREENTECH SERVICES LLC,CPST-2406697,,Trash,no_hvac_signal
CUT,26002120,CUT-26002120,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CUT-26002120,CUT-26002120,4480 E SUNSET DR,PHOENIX,2/10/2026 9:07:00 AM,Commercial,0.00,SHAFFER UNDERGROUND LLC,SDEV-2600001,,Trash,no_hvac_signal
FPPD,260217,FPPD-260217,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260217,FPPD-260217,2121 N 83RD AVE,PHOENIX,2/10/2026 9:02:16 AM,Commercial,0.00,HILLER COMPANIES INC (THE),,,Trash,no_hvac_signal
F875,26002119,F875-26002119,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26002119,F875-26002119,333 N CENTRAL AVE,PHOENIX,2/10/2026 9:01:02 AM,Commercial,0.00,HILLER COMPANIES INC (THE),,,Trash,no_hvac_signal
DSAP,26024,DSAP-26024,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26024,DSAP-26024,550 E LINCOLN ST,PHOENIX,2/10/2026 8:56:26 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
F800,2600522,F800-2600522,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600522,F800-2600522,2845 E PIUTE AVE,PHOENIX,2/10/2026 8:54:39 AM,Commercial,0.00,INTY SOLAR LLC,SPAD-2401272,,Trash,negative=solar(?: pv)?
F800,2600521,F800-2600521,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600521,F800-2600521,5346 W SWEET PEA TER,PHOENIX,2/10/2026 8:29:43 AM,Commercial,0.00,ONEWORLDENERGY LLC,SPAD-2600157,,Trash,no_hvac_signal
F159,26002113,F159-26002113,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26002113,F159-26002113,5110 N ASCENT DR,PHOENIX,2/10/2026 8:23:19 AM,Commercial,0.00,SUNSTATE FIRE PROTECTION INC,FPPD-260098,,Trash,negative=fire
RPV,26002112,RPV-26002112,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26002112,RPV-26002112,5346 W SWEET PEA TER,PHOENIX,2/10/2026 8:22:28 AM,Commercial,23370.00,ONEWORLDENERGY LLC,SPAD-2600157,,Trash,no_hvac_signal
F159,26002111,F159-26002111,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26002111,F159-26002111,12215 N 62ND PL,PHOENIX,2/10/2026 8:14:57 AM,Commercial,0.00,DEW S FIRE PROTECTION INC,FPPD-260130,,Trash,negative=fire
WSHM,26002110,WSHM-26002110,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26002110,WSHM-26002110,2828 W THUNDERBIRD RD,PHOENIX,2/10/2026 8:09:57 AM,Commercial,0.00,CRIMSON COMMERCIAL LLC,CCPH-2500269,,Trash,no_hvac_signal
LPRR,2600742,LPRR-2600742,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600742,LPRR-2600742,2050 S 35TH AVE,PHOENIX,2/10/2026 3:16:18 AM,Commercial,500000.00,TO BE BID,,,Trash,no_hvac_signal
SGNP,215087,SGNP-215087,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215087,SGNP-215087,1919 E CAMELBACK RD,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,SIGN A RAMA,LPSG-260010,,Trash,negative=sign
CPA,26002114,CPA-26002114,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPA-26002114,CPA-26002114,1500 N CENTRAL AVE,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,MIDWEST CONTRACTING INC,CPGD-2501384,,Trash,no_hvac_signal
CPR,26002115,CPR-26002115,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26002115,CPR-26002115,1500 N CENTRAL AVE,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,MIDWEST CONTRACTING INC,CPGD-2501384,,Trash,no_hvac_signal
CSE,26002116,CSE-26002116,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSE-26002116,CSE-26002116,1500 N CENTRAL AVE,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,MIDWEST CONTRACTING INC,CPSE-2501263,,Trash,no_hvac_signal
CPA,26002117,CPA-26002117,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPA-26002117,CPA-26002117,1500 N CENTRAL AVE,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,MIDWEST CONTRACTING INC,CPSE-2501263,,Trash,no_hvac_signal
CLT,26002152,CLT-26002152,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CLT-26002152,CLT-26002152,325 E MORELAND ST,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,X CONTRACTING LLC,CCPH-2100288,,Trash,no_hvac_signal
CLT,26002153,CLT-26002153,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CLT-26002153,CLT-26002153,325 E MORELAND ST,PHOENIX,2/10/2026 12:00:00 AM,Commercial,0.00,X CONTRACTING LLC,CCPH-2100288,,Trash,no_hvac_signal
F171,2600516,F171-2600516,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600516,F171-2600516,,PHOENIX,2/9/2026 5:19:31 PM,Commercial,0.00,CORPORATE TECHNOLOGY SOLUTIONS INC,SPAD-2300297,,Trash,no_hvac_signal
BLD,26002107,BLD-26002107,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26002107,BLD-26002107,415 E GRANT ST,PHOENIX,2/9/2026 5:13:37 PM,Commercial,196599.60,REVIVAL CONSTRUCTION LLC,LPRR-2504513,,Trash,no_hvac_signal
FPPD,260216,FPPD-260216,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260216,FPPD-260216,9350 W THOMAS RD,PHOENIX,2/9/2026 4:45:46 PM,Commercial,0.00,ROGERS FIRE SPRINKLERS LLC,,,Trash,negative=fire
PAPP,2600741,PAPP-2600741,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PAPP-2600741,PAPP-2600741,,PHOENIX,2/9/2026 4:43:29 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
FPPD,260215,FPPD-260215,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260215,FPPD-260215,1804 E PUEBLO AVE,PHOENIX,2/9/2026 4:42:06 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
LSPL,2600740,LSPL-2600740,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600740,LSPL-2600740,3014 W DEER VALLEY DR,PHOENIX,2/9/2026 4:30:36 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
LPRN,2600739,LPRN-2600739,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRN-2600739,LPRN-2600739,10222 N 12TH AVE,PHOENIX,2/9/2026 4:23:07 PM,Commercial,36480000.00,TO BE BID,,,Trash,no_hvac_signal
BLD,26002106,BLD-26002106,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26002106,BLD-26002106,2501 W HAPPY VALLEY RD 4,PHOENIX,2/9/2026 4:22:10 PM,Commercial,71820.00,UNIVERSAL LAND CONSTRUCTION COMPANY INC,LPBI-2600632,,Trash,no_hvac_signal
OPBF,26002105,OPBF-26002105,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OPBF-26002105,OPBF-26002105,2414 E PARADISE LN,PHOENIX,2/9/2026 4:16:00 PM,Commercial,6120.00,GUARDIAN FIRE PROTECTION CO,SPAD-2017000,,Trash,negative=fire
